TaskID,PersonID,MatchScore,Assigned,Title,Description,StoryPoints,RequiredSkills,Priority,Sprint,EstimatedHours,Name,Role,Skills,MaxHoursPerWeek,TimeZone,SleepingPoint,Availability
T0089,P007,0.71,1,Task 89,Implement feature 89,2,"Selenium, Node.js, Django",Critical,5,11,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0126,P007,0.51,0,Task 126,Implement feature 126,11,"React, Git, Selenium",Medium,1,18,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0081,P007,0.31,0,Task 81,Implement feature 81,5,"Git, Selenium",High,2,7,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0135,P007,0.31,0,Task 135,Implement feature 135,2,Git,Medium,2,16,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0033,P007,0.91,1,Task 33,Implement feature 33,7,Node.js,Low,4,11,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0062,P007,0.31,0,Task 62,Implement feature 62,4,"SQL, Kubernetes",Critical,3,14,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0045,P007,0.61,0,Task 45,Implement feature 45,5,"Python, Node.js",High,1,11,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0138,P007,0.71,1,Task 138,Implement feature 138,10,"Django, Git, React",High,5,11,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0099,P007,0.71,1,Task 99,Implement feature 99,4,"Selenium, React, Node.js",Low,3,5,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0149,P007,0.51,0,Task 149,Implement feature 149,11,"Selenium, Python, Node.js",Low,2,4,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0069,P007,0.31,0,Task 69,Implement feature 69,11,Selenium,Low,5,5,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0051,P007,0.31,0,Task 51,Implement feature 51,7,"CI/CD, Agile",Critical,2,19,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0013,P007,0.91,1,Task 13,Implement feature 13,5,Django,Medium,1,5,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0034,P007,0.31,0,Task 34,Implement feature 34,6,Git,High,2,11,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0068,P007,0.31,0,Task 68,Implement feature 68,7,"CI/CD, SQL",Medium,1,11,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0131,P007,0.91,1,Task 131,Implement feature 131,10,Django,High,2,7,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0093,P007,0.31,0,Task 93,Implement feature 93,5,"CI/CD, Git",Low,2,13,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0137,P007,0.31,0,Task 137,Implement feature 137,10,"Kubernetes, Selenium",Critical,3,7,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0056,P007,0.51,0,Task 56,Implement feature 56,4,"Git, SQL, React",Critical,4,4,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0061,P007,0.31,0,Task 61,Implement feature 61,3,SQL,Critical,2,5,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0031,P007,0.31,0,Task 31,Implement feature 31,13,Python,Medium,4,4,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0106,P007,0.71,1,Task 106,Implement feature 106,5,"Git, React, Django",Medium,3,18,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0067,P007,0.51,0,Task 67,Implement feature 67,5,"CI/CD, Node.js, Python",Low,5,4,Person_7,QA,"Node.js, React, Django",20,UTC-5,0.87,0.69
T0102,P017,0.37,0,Task 102,Implement feature 102,6,"Node.js, Python",Critical,4,13,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0115,P017,0.37,0,Task 115,Implement feature 115,1,SQL,High,4,16,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0073,P017,0.37,0,Task 73,Implement feature 73,6,"SQL, Selenium",Medium,1,12,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0046,P017,0.37,0,Task 46,Implement feature 46,3,"Selenium, Django, Agile",Low,1,11,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0110,P017,0.67,0,Task 110,Implement feature 110,4,"Git, CI/CD",Critical,5,8,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0009,P017,0.37,0,Task 9,Implement feature 9,13,Git,Low,1,4,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0003,P017,0.37,0,Task 3,Implement feature 3,11,Selenium,Critical,2,8,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0150,P017,0.67,0,Task 150,Implement feature 150,1,"Django, Kubernetes",Medium,3,5,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0065,P017,0.37,0,Task 65,Implement feature 65,1,Django,Medium,2,8,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0018,P017,0.37,0,Task 18,Implement feature 18,11,"SQL, Python",High,4,14,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0002,P017,0.37,0,Task 2,Implement feature 2,1,"React, Django, Node.js",High,1,20,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0130,P017,0.37,0,Task 130,Implement feature 130,13,"React, Git, Selenium",Medium,5,15,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0143,P017,0.67,0,Task 143,Implement feature 143,4,"React, Kubernetes",Critical,4,11,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0120,P017,0.37,0,Task 120,Implement feature 120,4,"Node.js, Django, Selenium",Low,4,7,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0028,P017,0.37,0,Task 28,Implement feature 28,6,"Python, Agile, React",Medium,4,8,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0038,P017,0.67,0,Task 38,Implement feature 38,10,"Kubernetes, SQL",Low,4,10,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0105,P017,0.37,0,Task 105,Implement feature 105,9,"React, Django",High,5,19,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0015,P017,0.37,0,Task 15,Implement feature 15,9,React,Low,2,6,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0109,P017,0.37,0,Task 109,Implement feature 109,8,Python,High,5,12,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0022,P017,0.37,0,Task 22,Implement feature 22,5,Agile,Low,2,12,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0071,P017,0.57,0,Task 71,Implement feature 71,8,"Kubernetes, React, SQL",Low,4,15,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0122,P017,0.37,0,Task 122,Implement feature 122,6,"React, Selenium",High,4,8,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0107,P017,0.37,0,Task 107,Implement feature 107,11,"Git, Node.js, React",Medium,2,13,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0063,P017,0.37,0,Task 63,Implement feature 63,5,"Selenium, SQL",Low,4,4,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0043,P017,0.37,0,Task 43,Implement feature 43,5,"Agile, React",High,2,17,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0148,P017,0.97,1,Task 148,Implement feature 148,1,CI/CD,High,2,8,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0040,P017,0.97,1,Task 40,Implement feature 40,10,Kubernetes,High,1,13,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0128,P017,0.37,0,Task 128,Implement feature 128,8,"Django, SQL",Low,2,16,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0029,P017,0.37,0,Task 29,Implement feature 29,6,Selenium,Low,3,10,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0097,P017,0.37,0,Task 97,Implement feature 97,12,"Node.js, Git",High,4,12,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0075,P017,0.67,0,Task 75,Implement feature 75,8,"Kubernetes, Python",Medium,3,12,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0012,P017,0.37,0,Task 12,Implement feature 12,5,"Selenium, Git",Critical,5,19,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0074,P017,0.37,0,Task 74,Implement feature 74,10,"Django, Git",Critical,3,4,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0142,P017,0.37,0,Task 142,Implement feature 142,7,"Agile, SQL, Python",Low,4,17,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0041,P017,0.57,0,Task 41,Implement feature 41,7,"Selenium, SQL, Kubernetes",High,5,8,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0007,P017,0.57,0,Task 7,Implement feature 7,4,"Kubernetes, Node.js, Django",Medium,5,18,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0098,P017,0.57,0,Task 98,Implement feature 98,2,"Agile, Git, CI/CD",Low,4,14,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0101,P017,0.37,0,Task 101,Implement feature 101,8,"SQL, Git, Node.js",High,4,14,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0036,P017,0.67,0,Task 36,Implement feature 36,7,"Kubernetes, Agile",High,1,7,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0100,P017,0.37,0,Task 100,Implement feature 100,9,Git,Critical,3,9,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0058,P017,0.37,0,Task 58,Implement feature 58,4,"Agile, Django, Git",High,4,19,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0057,P017,0.37,0,Task 57,Implement feature 57,6,"SQL, Git, React",High,4,17,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0144,P017,0.67,0,Task 144,Implement feature 144,9,"Node.js, Kubernetes",High,1,16,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0035,P017,0.37,0,Task 35,Implement feature 35,7,Django,High,3,6,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0080,P017,0.67,0,Task 80,Implement feature 80,6,"Agile, CI/CD",Critical,5,14,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0010,P017,0.37,0,Task 10,Implement feature 10,3,Django,Critical,4,19,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0011,P017,0.37,0,Task 11,Implement feature 11,1,SQL,Medium,4,4,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0121,P017,0.37,0,Task 121,Implement feature 121,12,"Node.js, Git, Python",High,1,5,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0001,P017,0.37,0,Task 1,Implement feature 1,4,"React, Agile",Medium,1,6,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0123,P017,0.37,0,Task 123,Implement feature 123,7,Agile,Medium,2,9,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0082,P017,0.57,0,Task 82,Implement feature 82,12,"Django, Kubernetes, Node.js",Medium,2,10,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0052,P017,0.37,0,Task 52,Implement feature 52,11,"Selenium, Django",High,5,19,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0119,P017,0.57,0,Task 119,Implement feature 119,6,"Node.js, Kubernetes, SQL",Critical,5,5,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0089,P017,0.37,0,Task 89,Implement feature 89,2,"Selenium, Node.js, Django",Critical,5,11,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0053,P017,0.37,0,Task 53,Implement feature 53,2,"Django, Selenium, Git",High,2,12,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0126,P017,0.37,0,Task 126,Implement feature 126,11,"React, Git, Selenium",Medium,1,18,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0077,P017,0.37,0,Task 77,Implement feature 77,12,Django,Critical,4,11,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0114,P017,0.37,0,Task 114,Implement feature 114,6,"Agile, SQL, Git",Medium,2,16,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0062,P017,0.67,0,Task 62,Implement feature 62,4,"SQL, Kubernetes",Critical,3,14,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0059,P017,0.37,0,Task 59,Implement feature 59,6,SQL,Critical,2,18,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0134,P017,0.37,0,Task 134,Implement feature 134,5,"Agile, Selenium, Python",Critical,3,14,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0045,P017,0.37,0,Task 45,Implement feature 45,5,"Python, Node.js",High,1,11,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0072,P017,0.37,0,Task 72,Implement feature 72,3,"Git, Python, SQL",High,5,19,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0078,P017,0.57,0,Task 78,Implement feature 78,13,"Git, CI/CD, Agile",Low,1,13,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0048,P017,0.57,0,Task 48,Implement feature 48,4,"SQL, Git, CI/CD",Medium,1,7,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0099,P017,0.37,0,Task 99,Implement feature 99,4,"Selenium, React, Node.js",Low,3,5,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0030,P017,0.57,0,Task 30,Implement feature 30,13,"Django, Node.js, Kubernetes",Critical,5,8,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0047,P017,0.67,0,Task 47,Implement feature 47,8,"CI/CD, Node.js",Critical,5,10,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0149,P017,0.37,0,Task 149,Implement feature 149,11,"Selenium, Python, Node.js",Low,2,4,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0013,P017,0.37,0,Task 13,Implement feature 13,5,Django,Medium,1,5,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0131,P017,0.37,0,Task 131,Implement feature 131,10,Django,High,2,7,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0093,P017,0.67,0,Task 93,Implement feature 93,5,"CI/CD, Git",Low,2,13,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0118,P017,0.37,0,Task 118,Implement feature 118,8,"Python, Node.js",High,3,16,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0133,P017,0.67,0,Task 133,Implement feature 133,3,"Kubernetes, SQL",Medium,2,15,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0090,P017,0.37,0,Task 90,Implement feature 90,5,"SQL, Git, Agile",Critical,3,5,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0056,P017,0.37,0,Task 56,Implement feature 56,4,"Git, SQL, React",Critical,4,4,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0024,P017,0.77,1,Task 24,Implement feature 24,11,"Django, Kubernetes, CI/CD",High,5,19,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0031,P017,0.37,0,Task 31,Implement feature 31,13,Python,Medium,4,4,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0127,P017,0.67,0,Task 127,Implement feature 127,11,"CI/CD, Selenium",Critical,3,18,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0106,P017,0.37,0,Task 106,Implement feature 106,5,"Git, React, Django",Medium,3,18,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0067,P017,0.57,0,Task 67,Implement feature 67,5,"CI/CD, Node.js, Python",Low,5,4,Person_17,DevOps,"CI/CD, Kubernetes",20,UTC-8,0.93,0.94
T0102,P016,0.51,0,Task 102,Implement feature 102,6,"Node.js, Python",Critical,4,13,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0079,P016,0.21,0,Task 79,Implement feature 79,12,SQL,Medium,3,15,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0026,P016,0.21,0,Task 26,Implement feature 26,13,Kubernetes,Medium,3,9,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0115,P016,0.21,0,Task 115,Implement feature 115,1,SQL,High,4,16,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0054,P016,0.51,0,Task 54,Implement feature 54,2,"Kubernetes, Agile",Medium,2,11,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0073,P016,0.51,0,Task 73,Implement feature 73,6,"SQL, Selenium",Medium,1,12,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0039,P016,0.21,0,Task 39,Implement feature 39,1,"React, SQL",Medium,3,17,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0046,P016,0.61,0,Task 46,Implement feature 46,3,"Selenium, Django, Agile",Low,1,11,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0124,P016,0.21,0,Task 124,Implement feature 124,7,CI/CD,Medium,4,8,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0009,P016,0.21,0,Task 9,Implement feature 9,13,Git,Low,1,4,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0032,P016,0.21,0,Task 32,Implement feature 32,13,Kubernetes,Critical,2,12,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0003,P016,0.81,1,Task 3,Implement feature 3,11,Selenium,Critical,2,8,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0065,P016,0.21,0,Task 65,Implement feature 65,1,Django,Medium,2,8,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0139,P016,0.61,0,Task 139,Implement feature 139,11,"Node.js, Git, Selenium",Critical,1,8,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0018,P016,0.21,0,Task 18,Implement feature 18,11,"SQL, Python",High,4,14,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0002,P016,0.41,0,Task 2,Implement feature 2,1,"React, Django, Node.js",High,1,20,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0143,P016,0.21,0,Task 143,Implement feature 143,4,"React, Kubernetes",Critical,4,11,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0085,P016,0.81,1,Task 85,Implement feature 85,5,Agile,Medium,4,7,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0120,P016,0.61,0,Task 120,Implement feature 120,4,"Node.js, Django, Selenium",Low,4,7,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0038,P016,0.21,0,Task 38,Implement feature 38,10,"Kubernetes, SQL",Low,4,10,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0094,P016,0.61,0,Task 94,Implement feature 94,11,"Selenium, Git, Node.js",Medium,3,10,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0004,P016,0.21,0,Task 4,Implement feature 4,13,"CI/CD, Git, Django",Critical,4,10,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0105,P016,0.21,0,Task 105,Implement feature 105,9,"React, Django",High,5,19,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0109,P016,0.21,0,Task 109,Implement feature 109,8,Python,High,5,12,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0022,P016,0.81,1,Task 22,Implement feature 22,5,Agile,Low,2,12,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0071,P016,0.21,0,Task 71,Implement feature 71,8,"Kubernetes, React, SQL",Low,4,15,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0122,P016,0.51,0,Task 122,Implement feature 122,6,"React, Selenium",High,4,8,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0008,P016,0.21,0,Task 8,Implement feature 8,3,SQL,High,4,11,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0016,P016,0.41,0,Task 16,Implement feature 16,2,"Node.js, Django, SQL",Medium,5,5,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0141,P016,0.81,1,Task 141,Implement feature 141,3,Agile,Critical,4,15,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0148,P016,0.21,0,Task 148,Implement feature 148,1,CI/CD,High,2,8,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0128,P016,0.21,0,Task 128,Implement feature 128,8,"Django, SQL",Low,2,16,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0029,P016,0.81,1,Task 29,Implement feature 29,6,Selenium,Low,3,10,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0075,P016,0.21,0,Task 75,Implement feature 75,8,"Kubernetes, Python",Medium,3,12,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0017,P016,0.41,0,Task 17,Implement feature 17,5,"Node.js, SQL, Kubernetes",Medium,3,11,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0012,P016,0.51,0,Task 12,Implement feature 12,5,"Selenium, Git",Critical,5,19,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0108,P016,0.41,0,Task 108,Implement feature 108,2,"React, Agile, SQL",Medium,1,18,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0060,P016,0.21,0,Task 60,Implement feature 60,9,CI/CD,Low,4,4,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0142,P016,0.41,0,Task 142,Implement feature 142,7,"Agile, SQL, Python",Low,4,17,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0007,P016,0.41,0,Task 7,Implement feature 7,4,"Kubernetes, Node.js, Django",Medium,5,18,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0098,P016,0.41,0,Task 98,Implement feature 98,2,"Agile, Git, CI/CD",Low,4,14,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0101,P016,0.41,0,Task 101,Implement feature 101,8,"SQL, Git, Node.js",High,4,14,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0036,P016,0.51,0,Task 36,Implement feature 36,7,"Kubernetes, Agile",High,1,7,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0087,P016,0.21,0,Task 87,Implement feature 87,5,"Python, React",Critical,1,6,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0129,P016,0.61,0,Task 129,Implement feature 129,1,"Kubernetes, Selenium, Agile",Critical,3,4,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0057,P016,0.21,0,Task 57,Implement feature 57,6,"SQL, Git, React",High,4,17,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0144,P016,0.51,0,Task 144,Implement feature 144,9,"Node.js, Kubernetes",High,1,16,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0035,P016,0.21,0,Task 35,Implement feature 35,7,Django,High,3,6,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0080,P016,0.51,0,Task 80,Implement feature 80,6,"Agile, CI/CD",Critical,5,14,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0117,P016,0.21,0,Task 117,Implement feature 117,2,Git,Critical,1,8,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0083,P016,0.61,0,Task 83,Implement feature 83,2,"Git, Selenium, Agile",Medium,3,11,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0001,P016,0.51,0,Task 1,Implement feature 1,4,"React, Agile",Medium,1,6,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0049,P016,0.21,0,Task 49,Implement feature 49,13,"Django, Python",Critical,1,11,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0104,P016,0.51,0,Task 104,Implement feature 104,9,"Node.js, SQL",Low,5,18,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0050,P016,0.21,0,Task 50,Implement feature 50,3,Git,Critical,5,14,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0005,P016,0.81,1,Task 5,Implement feature 5,11,Node.js,Critical,3,17,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0082,P016,0.41,0,Task 82,Implement feature 82,12,"Django, Kubernetes, Node.js",Medium,2,10,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0025,P016,0.51,0,Task 25,Implement feature 25,11,"React, Node.js",Critical,3,5,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
T0084,P016,0.51,0,Task 84,Implement feature 84,1,"Python, Selenium",Medium,3,5,Person_16,Scrum Master,"Agile, Node.js, Selenium",40,UTC-5,0.15,0.88
